SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
NAUKRI,NSE:NAUKRI,Info Edge (India) Limited,1338.2,1347,1348,1315.6,1341.5,-3.3,-0.25,944304,1825.78,1157,86807.5852,
NAVA,NSE:NAVA,NAVA LIMITED,528.15,530,534.05,524.1,527.9,0.25,0.05,323331,735,356.05,15194.65475,
NAVINFLUOR,NSE:NAVINFLUOR,Navin Fluorine International Limited,5725,5869,5869,5701,5822,-97,-1.67,401677,6168.5,3180,29312.91028,
NAVKARCORP,NSE:NAVKARCORP,Navkar Corporation Limited,99.83,102.2,102.78,99.12,102.2,-2.37,-2.32,339042,176.43,80.54,1405.246039,
NAVKARURB,NSE:NAVKARURB,Navkar Urbanstructure Limited,1.69,1.69,1.69,1.69,1.61,0.08,4.97,2683942,4.28,1.47,192.1342475,
NAVNETEDUL,NSE:NAVNETEDUL,Navneet Education Limited,147.45,150.08,150.15,146.16,149.3,-1.85,-1.24,233665,168.5,127.51,3216.951214,
NAZARA,NSE:NAZARA,Nazara Technologies Limited,253,255.05,257,252.8,253.55,-0.55,-0.22,1117576,363.25,219.06,9423.77689,
NBCC,NSE:NBCC,NBCC (India) Limited,117.64,118.64,119.64,117,118.51,-0.87,-0.73,12074393,130.7,70.8,31659.71627,
NBIFIN,NSE:NBIFIN,N. B. I. Industrial Finance Company Limited,2289,2300.1,2300.1,2267,2277.5,11.5,0.5,245,4100,2050,679.6913109,
NCC,NSE:NCC,NCC Limited,174.6,177,178.49,174.03,175.75,-1.15,-0.65,3702118,326.45,170.05,10956.28139,
NCLIND,NSE:NCLIND,NCL Industries Limited,199.12,201.21,204.08,199.12,203.02,-3.9,-1.92,88163,239.39,179.21,887.1237828,
NDGL,NSE:NDGL,Naga Dhunseri Group Limited,3432.3,3420,3519,3420,3419.7,12.6,0.37,159,5400,3210.95,343.8612048,
NDL,NSE:NDL,Nandan Denim Limited,3.09,3.14,3.16,3.06,3.1,-0.01,-0.32,1467207,6.06,3.04,444.4674416,
NDLVENTURE,NSE:NDLVENTURE,NDL Ventures Limited,97.88,93.55,99.4,93.55,98.08,-0.2,-0.2,18601,121.18,48.94,315.9936,
NDRAUTO,NSE:NDRAUTO,Ndr Auto Components Limited,845,859.5,880.6,845,857.05,-12.05,-1.41,29576,1220,551,1948.964615,
NDTV,NSE:NDTV,New Delhi Television Limited,85.24,84.01,85.5,84.01,84.96,0.28,0.33,217247,149.15,83.2,953.8747864,
NECCLTD,NSE:NECCLTD,North Eastern Carrying Corporation Limited,20.14,19.95,20.44,19.95,20.08,0.06,0.3,91506,39.4,18.31,201.5206324,
NECLIFE,NSE:NECLIFE,Nectar Lifesciences Limited,14.2,15.1,15.39,13.99,15,-0.8,-5.33,537757,44.41,13.05,297.9546199,
NELCAST,NSE:NELCAST,Nelcast Limited,111.5,108.1,111.9,107.1,108.68,2.82,2.59,127388,180.9,78.55,944.9235308,
NELCO,NSE:NELCO,NELCO Limited,855.25,854.7,861.25,851.85,854.8,0.45,0.05,73552,1502.75,706.95,1933.231361,
NEOGEN,NSE:NEOGEN,Neogen Chemicals Limited,1166,1184,1195.7,1154.5,1183.7,-17.7,-1.5,66239,2420,1118.9,2995.814294,
NESCO,NSE:NESCO,Nesco Limited,1275,1290,1292.9,1267.2,1286.1,-11.1,-0.86,80621,1638.9,842.6,8907.895298,
NESTLEIND,NSE:NESTLEIND,Nestle India Limited,1268,1276,1279.5,1260.5,1276.8,-8.8,-0.69,1169207,1311.6,1055,241755.612,
NETWEB,NSE:NETWEB,Netweb Technologies India Limited,3330,3300,3384.8,3294.8,3291.9,38.1,1.16,1847134,4479,1251.55,18805.24638,
NETWORK18,NSE:NETWORK18,Network18 Media & Investments Limited,45.08,45.41,46,45.01,45.14,-0.06,-0.13,2655699,81.5,39.66,6892.64486,
NEULANDLAB,NSE:NEULANDLAB,Neuland Laboratories Limited,16566,16610,16807,16430,16650,-84,-0.5,55228,19747,10190.7,20674.40113,
NEWGEN,NSE:NEWGEN,Newgen Software Technologies Limited,881.65,890,893.15,876,892.5,-10.85,-1.22,1157033,1798.9,758.2,12352.51636,
NEXTMEDIA,NSE:NEXTMEDIA,Next Mediaworks Limited,6.24,6.23,6.45,6.02,6.28,-0.04,-0.64,45465,10.74,5.62,40.129713,
NFL,NSE:NFL,National Fertilizers Limited,85,85.84,86.32,84.51,85.16,-0.16,-0.19,673425,129.7,71,4208.99345,
NGIL,NSE:NGIL,Nakoda Group of Industries Limited,27.25,27.78,28.2,27.11,27.77,-0.52,-1.87,16714,48,25.61,49.043569,
NGLFINE,NSE:NGLFINE,NGL Fine-Chem Limited,1335,1333,1347.7,1322,1328.3,6.7,0.5,2555,2077.45,957,815.910882,
NH,NSE:NH,Narayana Hrudayalaya Ltd.,1949,1986.5,2006,1943,1967.1,-18.1,-0.92,1076352,2370.2,1238.1,39546.69124,
NHPC,NSE:NHPC,NHPC Limited,76.93,77.51,77.85,76.72,77.43,-0.5,-0.65,11196662,92.34,71,77288.69524,
NIACL,NSE:NIACL,The New India Assurance Company Limited,171.99,173.3,174.46,170,173.2,-1.21,-0.7,329299,221.8,135.6,28113.92365,
NIBE,NSE:NIBE,NIBE Limited,1099,1102,1126.4,1091,1112.2,-13.2,-1.19,39703,2001,761.5,1528.160599,
NIBL,NSE:NIBL,NRB Industrial Bearings Limited,29.6,30.51,31.97,29.35,31.13,-1.53,-4.91,69290,37.17,19.5,73.1038905,
NIITLTD,NSE:NIITLTD,NIIT Limited,97.31,97.6,98.39,96.11,97.26,0.05,0.05,285087,233.8,95.45,1321.132101,
NIITMTS,NSE:NIITMTS,NIIT Learning Systems Limited,396,393.8,398.45,383.75,389.95,6.05,1.55,180044,520,300.05,5229.171117,
NILAINFRA,NSE:NILAINFRA,Nila Infrastructures Limited,10,9.45,10.2,9.45,9.45,0.55,5.82,324588,15.49,8.12,381.8336,
NILASPACES,NSE:NILASPACES,Nila Spaces Limited,17.26,17.26,17.26,17.2,16.44,0.82,4.99,432211,20.47,10.21,666.346818,
NILKAMAL,NSE:NILKAMAL,Nilkamal Limited,1414,1412,1415.3,1402,1406.3,7.7,0.55,4640,2020,1395.8,2158.523724,
NINSYS,NSE:NINSYS,NINtec Systems Limited,406,407.1,412,405.05,412,-6,-1.46,3373,642.25,389.7,749.152824,
NIPPOBATRY,NSE:NIPPOBATRY,Indo-National Limited,420,425.65,425.65,417.7,421.15,-1.15,-0.27,4372,609,388.1,311.451294,
NIRAJ,NSE:NIRAJ,Niraj Cement Structurals Limited,36.9,37.55,38.43,35.78,37.51,-0.61,-1.63,149152,72.37,27.2,207.7632076,
NIRAJISPAT,NSE:NIRAJISPAT,Niraj Ispat Industries Limited,217.9,224,238.24,216,226.9,-9,-3.97,636,612.5,199.4,12.9582685,
NITCO,NSE:NITCO,Nitco Limited,89.75,87.84,90.3,86.05,87.14,2.61,3,569571,163.95,81.1,1927.497028,
NITINSPIN,NSE:NITINSPIN,Nitin Spinners Limited,329.6,331.75,334.7,328,331.5,-1.9,-0.57,105051,494.35,290.5,1834.487714,
NITIRAJ,NSE:NITIRAJ,Nitiraj Engineers Limited,183.2,184.1,189.49,182.5,188.27,-5.07,-2.69,3461,421.6,177.35,181.3078524,
NIVABUPA,NSE:NIVABUPA,Niva Bupa Health Insurance Company Limited,74.72,75.74,76.15,74.6,75.71,-0.99,-1.31,2189661,109.34,68.54,13466.72604,
NKIND,NSE:NKIND,NK Industries Limited,68,65.5,69,65.5,68.96,-0.96,-1.39,879,98.4,49.61,40.9579099,
NLCINDIA,NSE:NLCINDIA,NLC India Limited,247.9,249.4,251.4,244,246.9,1,0.41,1188625,292.2,186.03,34367.50156,
NMDC,NSE:NMDC,NMDC Limited,74.33,74.9,75.15,73.7,74.29,0.04,0.05,16609015,82.83,59.53,65242.64885,
NOCIL,NSE:NOCIL,NOCIL Limited,171.9,175.1,176.23,171.1,175.51,-3.61,-2.06,378698,292.15,158.1,2845.721887,
NOIDATOLL,NSE:NOIDATOLL,Noida Toll Bridge Company Limited,4.52,4.35,4.52,4.32,4.31,0.21,4.87,122941,23.97,2.57,83.3489433,
NORBTEAEXP,NSE:NORBTEAEXP,Norben Tea & Exports Limited,72.8,72.8,72.82,72.8,71.4,1.4,1.96,2702,72.82,14.9,108.657726,
NORTHARC,NSE:NORTHARC,Northern Arc Capital Limited,267,267.5,269,264.4,266.35,0.65,0.24,527795,290,141.47,4195.940925,
NOVAAGRI,NSE:NOVAAGRI,Nova Agritech Limited,43.27,44.4,44.4,43.14,43.72,-0.45,-1.03,98075,75.5,40.4,398.1023074,
NPST,NSE:NPST,Network People Services Technologies Limited,1652,1640,1700,1637,1621.4,30.6,1.89,13024,2425,1550,3297.852908,
NRAIL,NSE:NRAIL,N R Agarwal Industries Limited,471,491.45,499.15,470.35,486.6,-15.6,-3.21,25902,514,205.75,801.083394,
NRBBEARING,NSE:NRBBEARING,NRB Bearing Limited,285,286.9,289.6,283.4,287.35,-2.35,-0.82,177670,314.6,191.45,2737.01061,
NRL,NSE:NRL,Nupur Recyclers Limited,62,63.41,63.87,61.75,62.17,-0.17,-0.27,54456,120,52.7,422.170586,
NSIL,NSE:NSIL,Nalwa Sons Investments Limited,6702,6838,6858,6646,6810.5,-108.5,-1.59,16913,8948,4600,3349.451838,
NSLNISP,NSE:NSLNISP,NMDC Steel Limited,42.72,43.1,43.6,42.53,42.81,-0.09,-0.21,5617455,49.65,32.13,11897.04615,
NTPC,NSE:NTPC,NTPC Limited,327.2,327.15,328.75,325,326.1,1.1,0.34,7840840,375.15,292.8,316942.7172,
NTPCGREEN,NSE:NTPCGREEN,NTPC Green Energy Limited,95.07,94.94,95.4,94.57,94.55,0.52,0.55,4015483,155.35,84.55,80071.415,
NUCLEUS,NSE:NUCLEUS,Nucleus Software Exports Limited,926.9,925.9,934.9,922.6,926.9,0,0,16035,1378,725,2423.779829,
NURECA,NSE:NURECA,Nureca Limited,275.85,271.8,275.85,265,262.75,13.1,4.99,106219,447.5,203.62,261.3096731,
NUVAMA,NSE:NUVAMA,Nuvama Wealth Management Limited,7362.5,7315,7399.5,7275,7313,49.5,0.68,128409,8508.5,4735.45,25594.32501,
NUVOCO,NSE:NUVOCO,Nuvoco Vistas Corporation Limited,364.65,349.8,369,345.6,349.05,15.6,4.47,523329,477.5,287.05,13035.91431,
NYKAA,NSE:NYKAA,FSN E-Commerce Ventures Limited,265.53,266.5,267.89,264,264.45,1.08,0.41,6237845,273.22,154.9,77513.5438,
OAL,NSE:OAL,Oriental Aromatics Limited,314.6,320.4,323.2,313.95,320.1,-5.5,-1.72,11353,547.25,261.55,1070.682605,
OBCL,NSE:OBCL,Orissa Bengal Carrier Limited,56.36,56.2,56.75,54,56.47,-0.11,-0.19,11349,64.84,49.01,113.0388297,
OBEROIRLTY,NSE:OBEROIRLTY,Oberoi Realty Limited,1661,1680,1680,1651.7,1662.8,-1.8,-0.11,484588,2343.65,1451.95,58059.24179,
OCCLLTD,NSE:OCCLLTD,OCCL Limited,105,106.52,106.52,101.35,104.52,0.48,0.46,116743,159.42,63.63,508.7982865,
ODIGMA,NSE:ODIGMA,Odigma Consultancy Solutions Limited,35.5,33.87,35.56,33.12,33.87,1.63,4.81,18348,150,29.05,107.8899388,
OFSS,NSE:OFSS,Oracle Financial Services Software Limited,8149.5,8199,8276,8115,8177.5,-28,-0.34,107330,13220,7038,70873.26923,
OIL,NSE:OIL,Oil India Limited,416.65,423.05,424.55,414.5,423.15,-6.5,-1.54,2023973,511.45,325,67004.11041,
OILCOUNTUB,NSE:OILCOUNTUB,Oil Country Tubular Limited,63.85,64.06,66.65,63.4,64.05,-0.2,-0.31,33362,100.66,59.29,318.6830043,
OLAELEC,NSE:OLAELEC,Ola Electric Mobility Limited,41.7,40.79,41.78,40.4,40.76,0.94,2.31,12516493,102.5,39.6,17290.77409,
OLECTRA,NSE:OLECTRA,Olectra Greentech Limited,1272,1284.7,1301.9,1267.8,1283.5,-11.5,-0.9,322856,1714.2,989.95,10286.95656,
OMAXAUTO,NSE:OMAXAUTO,Omax Autos Limited,89.25,89.15,90.79,88.8,88.9,0.35,0.39,96402,165.8,77.55,189.2990335,
OMAXE,NSE:OMAXE,Omaxe Limited,70,69.64,70.58,68.9,69.01,0.99,1.43,111351,127.44,66.6,1243.1958,
OMINFRAL,NSE:OMINFRAL,OM INFRA LIMITED,107.9,108,108.88,106.16,106.86,1.04,0.97,88263,186,100.3,1033.555356,
OMKARCHEM,NSE:OMKARCHEM,Omkar Speciality Chemicals Limited,5.19,4.96,5.29,4.96,5.21,-0.02,-0.38,11302,9.99,4.95,10.14508,
ONELIFECAP,NSE:ONELIFECAP,Onelife Capital Advisors Limited,12.62,12.15,12.65,12.02,12.18,0.44,3.61,32977,20.96,9.08,16.7013457,
ONEPOINT,NSE:ONEPOINT,One Point One Solutions Limited,52.19,53.25,53.51,52.11,52.61,-0.42,-0.8,1924526,69.99,41.01,1302.0674,
ONESOURCE,NSE:ONESOURCE,Onesource Specialty Pharma Limited,1600,1624,1644,1590.2,1624.8,-24.8,-1.53,112888,2248,1209.95,17929.936,
ONGC,NSE:ONGC,Oil & Natural Gas Corporation Limited,243.95,248,248.8,242.8,247.7,-3.75,-1.51,8319951,273.5,205,306946.144,
ONMOBILE,NSE:ONMOBILE,OnMobile Global Limited,57.3,58.05,58.52,56.98,58.05,-0.75,-1.29,409910,81.5,41.07,588.6365891,
ONWARDTEC,NSE:ONWARDTEC,Onward Technologies Limited,294,291.35,294.9,284.15,289.05,4.95,1.71,55479,385,206,617.7687869,
OPTIEMUS,NSE:OPTIEMUS,Optiemus Infracom Limited,568.5,560.15,569.5,556.7,568.15,0.35,0.06,128918,812.4,378.45,4643.766668,
ORBTEXP,NSE:ORBTEXP,Orbit Exports Limited,208,204.92,208.47,204.3,202.93,5.07,2.5,28197,306.29,138.7,542.463376,
ORCHASP,NSE:ORCHASP,Orchasp Limited,2.87,3.05,3.05,2.86,2.97,-0.1,-3.37,349244,4.16,2.11,84.4636374,
ORCHPHARMA,NSE:ORCHPHARMA,Orchid Pharma Limited,853.95,892.9,892.9,850,871.95,-18,-2.06,150684,1997.4,603.8,4123.967131,
ORICONENT,NSE:ORICONENT,Oricon Enterprises Limited,58.42,58.49,61.38,57.47,58.46,-0.04,-0.07,362770,63,29.81,884.3140278,
ORIENTALTL,NSE:ORIENTALTL,Oriental Trimex Limited,8.62,8.78,8.85,8.62,8.72,-0.1,-1.15,458163,17.6,8.2,63.4582238,
ORIENTBELL,NSE:ORIENTBELL,Orient Bell Limited,291.9,288.6,293.95,280,286.5,5.4,1.88,9040,338.2,216,424.1298374,
ORIENTCEM,NSE:ORIENTCEM,Orient Cement Limited,169.15,172,172.01,168.6,170.68,-1.53,-0.9,565669,362.4,159.05,3313.587486,
ORIENTCER,NSE:ORIENTCER,ORIENT CERATECH LIMITED,43.61,43.65,46,43,43.22,0.39,0.9,104470,57.5,28.67,476.5938,
ORIENTELEC,NSE:ORIENTELEC,Orient Electric Limited,185,189.96,191.25,182.72,189.96,-4.96,-2.61,1836028,262.08,155.35,3416.151613,
ORIENTHOT,NSE:ORIENTHOT,Oriental Hotels Limited,117.61,121.98,121.98,114.99,121.36,-3.75,-3.09,204569,202,114,2096.334751,
ORIENTLTD,NSE:ORIENTLTD,Orient Press Limited,82.01,83,84.9,81.4,82.86,-0.85,-1.03,8236,163.4,75.01,79.7831115,
ORIENTPPR,NSE:ORIENTPPR,Orient Paper & Industries Limited,23.3,23.37,23.51,23.1,23.22,0.08,0.34,186872,44.57,20.82,490.6905279,
ORIENTTECH,NSE:ORIENTTECH,Orient Technologies Limited,360,364.65,367.35,358.15,364.35,-4.35,-1.19,557480,674.85,294.2,1449.432344,
ORISSAMINE,NSE:ORISSAMINE,The Orissa Minerals Development Company Limited,4972.5,5028.5,5089.5,4930.5,4974,-1.5,-0.03,9635,8015.75,4310,2909.084051,
ORTEL,NSE:ORTEL,Ortel Communications Limited,1.42,#N/A,#N/A,#N/A,1.35,0.07,5.19,15243,2.45,1.15,4.2786427,
ORTINGLOBE,NSE:ORTINGLOBE,ORTIN GLOBAL LIMITED,11.56,11.55,11.87,11.55,11.55,0.01,0.09,8770,20.88,9.64,9.6086815,
OSIAHYPER,NSE:OSIAHYPER,Osia Hyper Retail Limited,18.52,18.61,18.98,18.4,18.61,-0.09,-0.48,285439,38.2,11.31,331.7563614,
OSWALAGRO,NSE:OSWALAGRO,Oswal Agro Mills Limited,63.16,62.75,64.8,62.5,62.6,0.56,0.89,98070,110.8,57.5,829.8232367,
OSWALGREEN,NSE:OSWALGREEN,Oswal Greentech Limited,34.88,35,35.5,34.61,34.66,0.22,0.63,182733,57.37,30.15,885.3427,
OSWALPUMPS,NSE:OSWALPUMPS,Oswal Pumps Limited,559.95,573,575,557.35,569.85,-9.9,-1.74,277895,888.4,557.35,6387.036217,
OSWALSEEDS,NSE:OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,13.82,14,14.37,13.59,14.1,-0.28,-1.99,43265,22.75,10.72,125.2899474,
PAGEIND,NSE:PAGEIND,Page Industries Limited,38810,39200,39270,38750,39000,-190,-0.49,19400,50590,38160,42902.20402,
PAISALO,NSE:PAISALO,Paisalo Digital Limited,36.85,35.99,37.49,35.41,35.97,0.88,2.45,6760555,63.74,29.38,3149.827627,
PAKKA,NSE:PAKKA,PAKKA LIMITED,115.35,116,117.95,114.05,116.17,-0.82,-0.71,132898,363.55,107.55,522.8076037,
PALASHSECU,NSE:PALASHSECU,Palash Securities Limited,111.81,114.51,116.97,111.81,112.3,-0.49,-0.44,6160,196.45,107.21,112.3662522,
PALREDTEC,NSE:PALREDTEC,Palred Technologies Limited,42.61,43,44.9,42.51,42.82,-0.21,-0.49,6642,97,39.62,53.9510357,
PANACEABIO,NSE:PANACEABIO,Panacea Biotec Limited,378.35,378,384.7,366,373.45,4.9,1.31,101126,581.9,281.1,2129.292963,
PANACHE,NSE:PANACHE,Panache Digilife Limited,377.5,359.95,377.9,359.9,359.95,17.55,4.88,13449,472.15,171.85,578.7735625,
PANAMAPET,NSE:PANAMAPET,Panama Petrochem Limited,295.75,295.85,299.7,292.95,294.95,0.8,0.27,166819,416.2,265.55,1804.02346,
PANSARI,NSE:PANSARI,Pansari Developers Limited,299.4,286,299.4,277,285.15,14.25,5,4605,352.3,142.05,539.4253762,
PAR,NSE:PAR,Par Drugs And Chemicals Limited,89.3,92.8,92.8,89.11,90.56,-1.26,-1.39,6187,348.45,81.01,110.548135,
PARACABLES,NSE:PARACABLES,Paramount Communications Limited,40.27,39.66,40.27,39.65,39.66,0.61,1.54,630554,90.1,38.8,1202.701015,
PARADEEP,NSE:PARADEEP,Paradeep Phosphates Limited,155.3,156.45,158.68,155,155.84,-0.54,-0.35,4390789,234.39,83.25,12720.25717,
PARAGMILK,NSE:PARAGMILK,Parag Milk Foods Limited,332.35,341.15,341.5,329.5,338.9,-6.55,-1.93,1947775,376.95,135.49,4013.205654,
PARAS,NSE:PARAS,Paras Defence and Space Technologies Limited,717.95,723,736,715.75,718.6,-0.65,-0.09,958971,972.5,404.7,5677.15885,
PARASPETRO,NSE:PARASPETRO,Paras Petrofils Limited,2.14,2.24,2.24,2.03,2.14,0,0,121994,3.44,1.66,67.1688507,
PARKHOTELS,NSE:PARKHOTELS,Apeejay Surrendra Park Hotels Limited,137.8,137.59,139.6,136.75,136.7,1.1,0.8,297311,206.2,129,2903.346698,
PARSVNATH,NSE:PARSVNATH,Parsvnath Developers Limited,14.05,14.3,14.37,13.93,14.04,0.01,0.07,690931,27.39,12.31,596.8897679,
PASHUPATI,NSE:PASHUPATI,Pashupati Cotspin Limited,810,819,829,805,807.35,2.65,0.33,1439,837.35,661,1277.49798,
PASUPTAC,NSE:PASUPTAC,Pasupati Acrylon Limited,61.5,62.3,63.5,60.32,61.92,-0.42,-0.68,335031,63.5,38.64,446.792703,
PATANJALI,NSE:PATANJALI,Patanjali Foods Limited,569.5,569.95,573.9,565.1,569.65,-0.15,-0.03,1145678,670.33,523.33,61631.46085,
PATELENG,NSE:PATELENG,Patel Engineering Limited,37.37,35.5,38.75,35,33.17,4.2,12.66,1727984,59.55,31.55,2960.510167,
PATELRMART,NSE:PATELRMART,Patel Retail Limited,259.6,257.6,262.26,255.04,256.44,3.16,1.23,243943,305,211.25,816.8012833,
PATINTLOG,NSE:PATINTLOG,Patel Integrated Logistics Limited,14.06,14.26,14.27,13.96,13.99,0.07,0.5,86713,26.49,12.9,96.8943566,
PAVNAIND,NSE:PAVNAIND,Pavna Industries Limited,31.4,31.8,32.2,30.62,31.41,-0.01,-0.03,398330,59.24,29.33,423.1983536,
PAYTM,NSE:PAYTM,One 97 Communications Limited,1293,1305,1309.1,1283,1286.5,6.5,0.51,4946215,1353.8,651.5,82479.6952,
PCBL,NSE:PCBL,PCBL Chemical Limited,326.5,329.5,331.5,326,329.25,-2.75,-0.84,585995,498.4,323.55,12624.58613,
PCJEWELLER,NSE:PCJEWELLER,PC Jeweller Limited,10,10.24,10.25,9.95,10.18,-0.18,-1.77,45213171,19.65,9.95,7310.287344,
PDMJEPAPER,NSE:PDMJEPAPER,Pudumjee Paper Products Limited,102.6,104.5,104.5,101.36,102.23,0.37,0.36,85764,232.2,92.35,945.3405493,
PDSL,NSE:PDSL,PDS Limited,357.95,367.15,370.45,354.35,366.65,-8.7,-2.37,329318,659,289.95,5062.848552,
PEARLPOLY,NSE:PEARLPOLY,Pearl Polymers Limited,25.1,22.99,26.9,22.79,22.75,2.35,10.33,21601,47.4,22.01,42.1960624,
PEL,NSE:PEL,Piramal Enterprises Limited,1133,#N/A,#N/A,#N/A,1124.2,8.8,0.78,263475,1355.3,848.25,25306.4459,#N/A
PENIND,NSE:PENIND,Pennar Industries Limited,228.6,231.25,233.65,228.2,229.4,-0.8,-0.35,1270524,279.9,135.65,2899.845941,
PENINLAND,NSE:PENINLAND,Peninsula Land Limited,29.68,30.4,30.4,29.12,28.77,0.91,3.16,329726,52.6,20.87,933.6939288,
PERSISTENT,NSE:PERSISTENT,Persistent Systems Limited,6436,6425,6478,6383.5,6415,21,0.33,392922,6788.9,4148.95,99043.604,
PETRONET,NSE:PETRONET,Petronet LNG Limited,274,275.6,276.55,273.55,275.1,-1.1,-0.4,1814201,349.5,266.1,40330.471,
PFC,NSE:PFC,Power Finance Corporation Limited,365.3,362.4,367.65,361.75,362.4,2.9,0.8,5633289,523.9,357.25,119991.0368,
PFIZER,NSE:PFIZER,Pfizer Limited,4995,4994.5,5116.5,4975,4985,10,0.2,23602,5993,3701,22653.60872,
PFOCUS,NSE:PFOCUS,Prime Focus Limited,171.2,171.91,176.35,170.51,171.22,-0.02,-0.01,2753633,203.7,85,12825.7508,
PFS,NSE:PFS,PTC India Financial Services Limited,34.3,34.61,34.99,34.25,34.53,-0.23,-0.67,2882844,45.92,29.41,2138.492791,
PGEL,NSE:PGEL,PG Electroplast Limited,584.15,606,607.35,584,604.2,-20.05,-3.32,2854866,1054.2,465,16504.23565,
PGHH,NSE:PGHH,Procter & Gamble Hygiene and Health Care Limited,12799,12805,12873,12751,12776,23,0.18,5372,16190,12105.6,41669.18027,
PGHL,NSE:PGHL,Procter & Gamble Health Limited,5780,5849,5893.5,5765,5815.5,-35.5,-0.61,8514,6739,4903.85,9627.66508,
PGIL,NSE:PGIL,Pearl Global Industries Limited,1686,1771.9,1772,1682.8,1754.6,-68.6,-3.91,364048,1993.3,875,7599.103794,
PHOENIXLTD,NSE:PHOENIXLTD,The Phoenix Mills Limited,1741.3,1745,1749.6,1727.9,1751.7,-10.4,-0.59,525173,1902,1402.5,62126.40947,
PICCADIL,NSE:PICCADIL,Piccadily Agro Industries Limited,613.55,614.05,619.7,610,609.55,4,0.66,110621,805.5,569.1,6086.463122,
PIDILITIND,NSE:PIDILITIND,Pidilite Industries Limited,1470.1,1484.3,1490,1467.2,1484.4,-14.3,-0.96,659264,1620,1311.1,74908.55153,
PIGL,NSE:PIGL,Power & Instrumentation (Gujarat) Limited,152.4,151,153.57,148.3,150.2,2.2,1.46,44515,417,106.74,254.7730403,
PIIND,NSE:PIIND,PI Industries Limited,3436,3436.3,3459.5,3421.1,3438.1,-2.1,-0.06,222997,4330,2951.1,51650.53612,
PILANIINVS,NSE:PILANIINVS,Pilani Investment and Industries Corporation Limited,5035,5146,5150,5000,5141,-106,-2.06,7112,6480,3279.55,5627.31095,
PILITA,NSE:PILITA,PIL ITALICA LIFESTYLE LIMITED,11.63,11.8,11.94,11.55,11.62,0.01,0.09,69528,20.64,10.48,266.584697,
PIONEEREMB,NSE:PIONEEREMB,Pioneer Embroideries Limited,28.56,27.31,29.2,27.31,28.3,0.26,0.92,25568,70.9,26.77,84.1977629,
PITTIENG,NSE:PITTIENG,Pitti Engineering Limited,874.9,900,902.7,869.95,897.95,-23.05,-2.57,35281,1512.4,838,3190.697043,
PIXTRANS,NSE:PIXTRANS,Pix Transmissions Limited,1461,1461.8,1467.4,1445,1458.7,2.3,0.16,12310,2799.95,1220.1,1958.417904,
PKTEA,NSE:PKTEA,The Peria Karamalai Tea & Produce Company Limited,731,740.05,740.05,730,766.9,-35.9,-4.68,332,1013.9,525,221.3419754,
PLASTIBLEN,NSE:PLASTIBLEN,Plastiblends India Limited,169.98,166,172.9,166,167.59,2.39,1.43,7663,289,160.2,430.121328,
PLATIND,NSE:PLATIND,Platinum Industries Limited,273.1,277.2,284.8,273.05,277.2,-4.1,-1.48,127749,502.05,225,1474.000536,
PLAZACABLE,NSE:PLAZACABLE,Plaza Wires Limited,41.03,42.65,42.65,41,40.83,0.2,0.49,86286,90.38,38.75,190.1207017,
PNB,NSE:PNB,Punjab National Bank,124.9,125.4,126.24,123.95,124.99,-0.09,-0.07,16832785,126.24,85.46,143629.3967,
PNBGILTS,NSE:PNBGILTS,PNB Gilts Limited,85.2,86.19,86.44,83.62,85.99,-0.79,-0.92,337413,125.25,74.25,1501.893618,
PNBHOUSING,NSE:PNBHOUSING,PNB Housing Finance Limited,910,918,921,906.7,915.9,-5.9,-0.64,1055703,1141.9,746.7,23835.49326,
PNC,NSE:PNC,Pritish Nandy Communications Limited,27.62,27,27.62,26.1,26.87,0.75,2.79,3784,67.29,22.12,40.0531165,
PNCINFRA,NSE:PNCINFRA,PNC Infratech Limited,251.7,254.15,256.1,251.4,252,-0.3,-0.12,177228,357.45,240,6416.202921,
PNGJL,NSE:PNGJL,P N Gadgil Jewellers Limited,628.2,622.95,638.75,619.3,616.45,11.75,1.91,271782,830,473.8,8572.473905,
POCL,NSE:POCL,Pondy Oxides & Chemicals Limited,1303,1341.4,1352.6,1299.1,1335.1,-32.1,-2.4,551531,1506,490,3802.129243,
PODDARMENT,NSE:PODDARMENT,Poddar Pigments Limited,261.9,254.55,261.9,254.5,256.35,5.55,2.17,3891,395.4,250,278.8163764,
POKARNA,NSE:POKARNA,Pokarna Limited,935,941.9,957.7,917,940.7,-5.7,-0.61,397954,1451.65,699.95,2719.852355,
POLICYBZR,NSE:POLICYBZR,PB Fintech Limited,1810,1800.5,1816.3,1785.9,1787.1,22.9,1.28,1675596,2246.9,1311.35,82679.9855,
POLYCAB,NSE:POLYCAB,Polycab India Limited,7490,7560,7560,7425,7539,-49,-0.65,238508,7903,4555,110484.3908,
POLYMED,NSE:POLYMED,Poly Medicure Limited,1950,1914.9,1994.9,1882.5,1899.4,50.6,2.66,276588,3031,1821.2,19958.31367,
POLYPLEX,NSE:POLYPLEX,Polyplex Corporation Limited,843.5,848,854.85,838.05,850.75,-7.25,-0.85,37745,1478.7,826.1,2594.946774,
